"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>","New High Risk Event Types for Salesforce.com User","Splunk Security Essentials",,,"",TA0010,
0,"<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>","New High Risk Event Types for Salesforce.com User","Splunk Security Essentials","TA0005
TA0011","Defense Evasion
Command and Control","TA0005;Defense Evasion;Web Service",T1102,"Web Service
Web Service"
1,"<p>Salesforce.com supports a variety of different event types in their event logs. This search detects users who suddenly query event types associated with data exfiltration</p><p><b>Alert Volume:</b> Medium</p>","New High Risk Event Types for Salesforce.com User","Splunk Security Essentials","TA0005
TA0011","Defense Evasion
Command and Control","TA0011;Command and Control;Web Service",T1102,"Web Service
Web Service"
0,"<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying new sensitive tables.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com User","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Information Repositories",T1213,"Data from Information Repositories"
0,"<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying new sensitive tables.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com User","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Remote System Discovery",T1018,"Remote System Discovery"
0,"<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying sensitive tables that have never been contacted by peer group.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com Peer Group","Splunk Security Essentials",TA0009,Collection,"TA0009;Collection;Data from Information Repositories",T1213,"Data from Information Repositories"
0,"<p>Salesforce.com supports a simplified query language called SOQL. This search detects users who begin querying sensitive tables that have never been contacted by peer group.</p><p><b>Alert Volume:</b> Low</p>","New Tables Queried by Salesforce.com Peer Group","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Remote System Discovery",T1018,"Remote System Discovery"
0,"<p>Some files rarely get used by legitimate activities, such as at.exe. This search will detect those executables being launched, regardless of the circumstance. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","New Suspicious Executable Launch for User","Splunk Security Essentials",,,"",TA0002,
0,"<p>Some files rarely get used by legitimate activities, such as at.exe. This search will detect those executables being launched, regardless of the circumstance. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-004"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","New Suspicious Executable Launch for User","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"<p>It's unusual for new users to remotely launch PowerShell on another system. This will track the first time per  user + host combination that powershel is remotely started.</p><p><b>Alert Volume:</b> Low (for most companies)</p>","Remote PowerShell Launches","Splunk Security Essentials",TA0008,"Lateral Movement","TA0008;Lateral Movement;Remote Services",T1021,"Remote Services"
0,"<p>Oftentimes, attackers will execute a temporary file, and rename it to something innocuous (e.g. svchost.exe) to maintain persistence. This search will look for renamed executables. (<a href=""https://car.mitre.org/wiki/CAR-2013-05-009"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Find Processes with Renamed Executables","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Masquerading",T1036,Masquerading
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Account Discovery",T1087,"Account Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Permission Groups Discovery",T1069,"Permission Groups Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Process Discovery",T1057,"Process Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Remote System Discovery",T1018,"Remote System Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Security Software Discovery",T1063,"Security Software Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Configuration Discovery",T1016,"System Network Configuration Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Connections Discovery",T1049,"System Network Connections Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Application Window Discovery",T1010,"Application Window Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Owner/User Discovery",T1033,"System Owner/User Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Service Discovery",T1007,"System Service Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Query Registry",T1012,"Query Registry"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Network Service Scanning",T1046,"Network Service Scanning"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0008,"Lateral Movement","TA0008;Lateral Movement;Windows Admin Shares",T1077,"Windows Admin Shares"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;New Service",T1050,"New Service
New Service"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;New Service",T1050,"New Service
New Service"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0003,Persistence,"TA0003;Persistence;Modify Existing Service",T1031,"Modify Existing Service"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Service Registry Permissions Weakness",T1058,"Service Registry Permissions Weakness
Service Registry Permissions Weakness"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Service Registry Permissions Weakness",T1058,"Service Registry Permissions Weakness
Service Registry Permissions Weakness"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0002;Execution;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0003;Persistence;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
2,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0004;Privilege Escalation;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Service Execution",T1035,"Service Execution"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Scheduled Transfer",T1029,"Scheduled Transfer"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0006","Persistence
Credential Access","TA0003;Persistence;Account Manipulation",T1098,"Account Manipulation
Account Manipulation"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials","TA0003
TA0006","Persistence
Credential Access","TA0006;Credential Access;Account Manipulation",T1098,"Account Manipulation
Account Manipulation"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Blocking",T1054,"Indicator Blocking"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Account Discovery",T1087,"Account Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Application Window Discovery",T1010,"Application Window Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Permission Groups Discovery",T1069,"Permission Groups Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Process Discovery",T1057,"Process Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Query Registry",T1012,"Query Registry"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Configuration Discovery",T1016,"System Network Configuration Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Security Software Discovery",T1063,"Security Software Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Service Discovery",T1007,"System Service Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Owner/User Discovery",T1033,"System Owner/User Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;System Network Connections Discovery",T1049,"System Network Connections Discovery"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0008,"Lateral Movement","TA0008;Lateral Movement;Windows Admin Shares",T1077,"Windows Admin Shares"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;New Service",T1050,"New Service
New Service"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;New Service",T1050,"New Service
New Service"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0003,Persistence,"TA0003;Persistence;Modify Existing Service",T1031,"Modify Existing Service"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0003;Persistence;Service Registry Permissions Weakness",T1058,"Service Registry Permissions Weakness
Service Registry Permissions Weakness"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0004","Persistence
Privilege Escalation","TA0004;Privilege Escalation;Service Registry Permissions Weakness",T1058,"Service Registry Permissions Weakness
Service Registry Permissions Weakness"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Service Execution",T1035,"Service Execution"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0010,Exfiltration,"TA0010;Exfiltration;Scheduled Transfer",T1029,"Scheduled Transfer"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0002;Execution;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0003;Persistence;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
2,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0004;Privilege Escalation;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Disabling Security Tools",T1089,"Disabling Security Tools"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0006","Persistence
Credential Access","TA0003;Persistence;Account Manipulation",T1098,"Account Manipulation
Account Manipulation"
1,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials","TA0003
TA0006","Persistence
Credential Access","TA0006;Credential Access;Account Manipulation",T1098,"Account Manipulation
Account Manipulation"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash","Splunk Security Essentials",TA0005,"Defense Evasion","TA0005;Defense Evasion;Indicator Blocking",T1054,"Indicator Blocking"
0,"<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename","Splunk Security Essentials",TA0007,Discovery,"TA0007;Discovery;Account Discovery",T1087,"Account Discovery"
