"splunk_app",description,"rule_name_short","technique_id"
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1035
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1029
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1098
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1089
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1054
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by filename, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by Filename",T1059
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1087
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1010
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1069
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1057
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1012
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1082
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1016
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1063
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1007
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1033
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1049
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1003
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1077
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1050
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1031
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1058
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1035
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1029
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1053
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1089
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1098
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1059
"Splunk Security Essentials","<p>It's uncommon to see attacker tools used in rapid succession on an endpoint. This search will identify tools by file hash, and look for multiple executions. (<a href=""https://car.mitre.org/wiki/CAR-2013-04-002"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low</p>","Concentration of Attacker Tools by SHA1 Hash",T1054
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1087
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1069
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1057
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1016
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1033
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1082
"Splunk Security Essentials","<p>It's uncommon to see many host discovery tools launched on an endpoint, except in very specific situations. This search will identify tools by filename, and look for many launches. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by Filename",T1007
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1087
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1069
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1016
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1082
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1033
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1057
"Splunk Security Essentials","<p>It's uncommon to see many discovery tools launched on an endpoint, except in specific situations. This search will identify tools by file hash, and look for several in quick succession. (<a href=""https://car.mitre.org/wiki/CAR-2016-03-001"">MITRE CAR Reference</a>)</p><p><b>Alert Volume:</b> Low (unless your company specifically does this)</p>","Concentration of Discovery Tools by SHA1 Hash",T1007
"Splunk Security Essentials","<p>A technique used by attackers is to create an account, take some actions, and then delete it right away. This search will find those accounts on the local system.</p><p><b>Alert Volume:</b> Low</p>","Short Lived Admin Accounts",T1136
"Splunk Security Essentials","<p>A technique used by attackers is to create an account, take some actions, and then delete it right away. This search will find those accounts on the local system.</p><p><b>Alert Volume:</b> Low</p>","Short Lived Admin Accounts",TA0005
"Splunk Security Essentials","<p>Find users who printed more pages than normal.</p><p><b>Alert Volume:</b> Medium</p>","Increase in Pages Printed",T1052
"Splunk Security Essentials","<p>Both to detect data exfiltration and compromised account, we can analyze users that are sending out dramatically more data than normal. This search looks per source email address for big increases in volume.</p><p><b>Alert Volume:</b> Low</p>","User with Increase in Outgoing Email",T1048
"Splunk Security Essentials","<p>Sending password reset emails is a common phishing technique. Protect your users by identifying spikes in the number of suspicious emails entering your environment.</p><p><b>Alert Volume:</b> Very Low</p>","Spike in Password Reset Emails",T1192
"Splunk Security Essentials","<p>Salesforce.com contains the most critical information for many companies. This example tracks the number of documents downloaded per day per user, to detect exfiltration.</p><p><b>Alert Volume:</b> Medium</p>","Spike in Downloaded Documents Per User from Salesforce.com",T1213
"Splunk Security Essentials","<p>For many organizations, Salesforce.com contains the most critical information in their company. This use case tracks the number of records exported per day (and is based on a real set of data collection).</p><p><b>Alert Volume:</b> Medium</p>","Spike in Exported Records from Salesforce.com",T1213
"Splunk Security Essentials","<p>If a healthcare worker views more patient records than normal or more than their peers, it could be a sign that their system is infected, or that they are exfiltrating patient data.</p><p><b>Alert Volume:</b> Low</p>","Healthcare Worker Opening More Patient Records Than Usual",T1213
"Splunk Security Essentials","<p>If a healthcare worker views more patient records than normal or more than their peers, it could be a sign that their system is infected, or that they are exfiltrating patient data.</p><p><b>Alert Volume:</b> Low</p>","Healthcare Worker Opening More Patient Records Than Usual",T1039
"Splunk Security Essentials","<p>In late August 2018, a new Windows Zero Day was announced via Twitter, and the only apparent defense is to detect unusual child processes from spoolsv.exe or connhost.exe. SSE already detected the POC, but this specifically looks for any potential detection.</p>","Unusual Child Process for spoolsv.exe or connhost.exe",T1068
"Splunk Security Essentials","<p>Oftentimes we're able to detect malware by looking for unusually long command line strings.</p><p><b>Alert Volume:</b> Low</p>","Find Unusually Long CLI Commands",T1059
"Splunk Security Essentials","<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection",T1333
"Splunk Security Essentials","<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection",T1311
"Splunk Security Essentials","<p>Detect outbound communication to Dynamic DNS servers, which are frequently leveraged for command and control by all types of attackers.</p>","Basic Dynamic DNS Detection",T1071
"Splunk Security Essentials","<p>Find internal addresses that aren't in your Asset database.</p>","RFC1918 IP Not in CMDB",T1200
"Splunk Security Essentials","<p>This use case looks for the fsutil process clearing the update sequence number (USN) change journal.</p><p><b>Alert Volume:</b> Low</p>","Detect Journal Clearing",T1070
"Splunk Security Essentials","<p>This use case looks for WMI being used for lateral movement.</p><p><b>Alert Volume:</b> Low</p>","Detect Lateral Movement With WMI",T1021
"Splunk Security Essentials","<p>This use case looks for WMI being used for lateral movement.</p><p><b>Alert Volume:</b> Low</p>","Detect Lateral Movement With WMI",T1047
"Splunk Security Essentials","<p>This use case looks for the wevutil process clearing the Windows Audit Logs</p><p><b>Alert Volume:</b> Low</p>","Detect Log Clearing With wevtutil",T1070
"Splunk Security Essentials","<p>This example finds processes normally run from Windows\System32 or Windows\SysWOW64, running from some other location. This can indicate a malicious process trying to hide as a legitimate process.</p><p><b>Alert Volume:</b> Low</p>","Fake Windows Processes",T1036
"Splunk Security Essentials","<p>Ransomware and other malware variants often execute long commands using command line arguments. This search performs statistical analysis of these CLI arguments to detect potentially malicious executions.</p><p><b>Alert Volume:</b> Medium</p>","Malicious Command Line Executions",T1059
"Splunk Security Essentials","<p>Ransomware and other malware variants often execute long commands using command line arguments. This search performs statistical analysis of these CLI arguments to detect potentially malicious executions.</p><p><b>Alert Volume:</b> Medium</p>","Malicious Command Line Executions",T1064
"Splunk Security Essentials","<p>Attackers often add malware to the <a href=""https://msdn.microsoft.com/en-us/library/windows/desktop/aa376977(v=vs.85).aspx"">Windows Autorun</a> registry keys to maintain persistence. This search looks through registry data for suspicious activities.</p><p><b>Alert Volume:</b> High</p>","Monitor AutoRun Registry Keys",T1060
"Splunk Security Essentials","<p>This example queries your endpoint data to find encrypted files that ransomware will create. You can often even use these extensions to identify the ransomware affecting a given endpoint.</p><p><b>Alert Volume:</b> Low</p>","Ransomware Extensions",T1204
"Splunk Security Essentials","<p>Most ransomware leaves a note on the endpoint containing directions for the victim to pay a ransom. This use case looks for these note files.</p><p><b>Alert Volume:</b> Low</p>","Ransomware Note Files",T1204
"Splunk Security Essentials","<p>This use case looks for any SMB traffic allowed through your firewall.</p><p><b>Alert Volume:</b> Low</p>","SMB Traffic Allowed",T1210
"Splunk Security Essentials","<p>This use case looks for any SMB traffic allowed through your firewall.</p><p><b>Alert Volume:</b> Low</p>","SMB Traffic Allowed",T1077
"Splunk Security Essentials","<p>This use case looks for any SMB traffic allowed through your firewall.</p><p><b>Alert Volume:</b> Low</p>","SMB Traffic Allowed",T1035
"Splunk Security Essentials","<p>This search looks for hosts with an unusually high increase in SMB network connections.</p><p><b>Alert Volume:</b> Very Low</p>","Spike in SMB Traffic",T1135
"Splunk Security Essentials","<p>This search looks for hosts with an unusually high increase in SMB network connections.</p><p><b>Alert Volume:</b> Very Low</p>","Spike in SMB Traffic",T1105
"Splunk Security Essentials","<p>This search looks for hosts with an unusually high increase in SMB network connections.</p><p><b>Alert Volume:</b> Very Low</p>","Spike in SMB Traffic",T1021
"Splunk Security Essentials","<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>","Basic TOR Traffic Detection",T1041
"Splunk Security Essentials","<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>","Basic TOR Traffic Detection",T1048
"Splunk Security Essentials","<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>","Basic TOR Traffic Detection",T1071
"Splunk Security Essentials","<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>","Basic TOR Traffic Detection",T1095
"Splunk Security Essentials","<p>The anonymity of TOR makes it the perfect place to hide C&C, exfiltration, or ransomware payment via bitcoin. This example looks for ransomware activity based on FW logs.</p><p><b>Alert Volume:</b> Low</p>","Basic TOR Traffic Detection",T1188
"Splunk Security Essentials","<p>This use case looks for Windows event codes that indicate the Windows Audit Logs were tampered with.</p><p><b>Alert Volume:</b> Low</p>","Windows Event Log Clearing Events",T1070
"Splunk Security Essentials","<p>Detect long-inactive accounts that suddenly become active.</p>","Stale Account Usage",T1078
"Splunk App for Enterprise Security","Alerts when a statistically significant increase in events on a given port is observed.","Substantial Increase In Port Activity",T1065
"Splunk Security Essentials","<p>This search looks for image creation events in Kubernetes Audit logs and compares the image names against a known list of names that is likely to be suspicious. This technique is particularly useful for cryptomining attacks. </p><p><b>Alert Volume:</b> Low</p>","Suspicious Container Image Name",T1496
"Splunk App for Enterprise Security","Alerts when any activity matching threat intelligence is detected.","Threat Activity Detected",T1071
"Splunk App for Enterprise Security","Alerts when any activity matching threat intelligence is detected.","Threat Activity Detected",T1094
"Splunk Security Essentials","<p>Most login failures are due to failed passwords. Login failure to sensitive systems where the users simply aren't authorized, though, can indicate malicious intent. Detect that.</p>","Detect Many Unauthorized Access Attempts",T1110
"Splunk Security Essentials","<p>Detect users who are persistently attempting to violate your proxy policy.</p>","Web Browsing to Unauthorized Sites",T1048
"Splunk Security Essentials","<p>Detect users who are persistently attempting to violate your proxy policy.</p>","Web Browsing to Unauthorized Sites",T1071
"Splunk Security Essentials","<p>Detect users who are persistently attempting to violate your proxy policy.</p>","Web Browsing to Unauthorized Sites",T1102
"Splunk App for Enterprise Security","Alerts when activity to or from a host that is unrouteable is detected.","Unrouteable Activity Detected",T1046
"Splunk App for Enterprise Security","Alerts when activity to or from a host that is unrouteable is detected.","Unrouteable Activity Detected",T1032
"Splunk App for Enterprise Security","Alerts when activity to or from a host that is unrouteable is detected.","Unrouteable Activity Detected",T1095
"Splunk App for Enterprise Security","Alerts when activity to or from a host that is unrouteable is detected.","Unrouteable Activity Detected",T1094
"Splunk Security Essentials","<p>Categorically, most interactive logins should use domain credentials. Detect when a new user logs on with local credentials that bypass most centralized logging and policy systems, but not Splunk!</p>","User Login with Local Credentials",T1078
"Splunk Security Essentials","<p>Categorically, most interactive logins should use domain credentials. Detect when a new user logs on with local credentials that bypass most centralized logging and policy systems, but not Splunk!</p>","User Login with Local Credentials",T1098
"Splunk Security Essentials","<p>For regulated environments, detect users logging into servers where they're not permitted.</p>","User Login to Unauthorized Geo",T1078
"Splunk Security Essentials","<p>Detect users that have many DLP events in a short period of time.</p>","User with Many DLP Events",TA0010
"Splunk App for Enterprise Security","Detects a potential vulnerability scanner by detecting devices that have triggered a large number of unique events. Vulnerability scanners generally trigger a high number unique events when scanning a host since each vulnerability check tends to trigger a unique event.","Vulnerability Scanner Detected (by events)",T1046
"Splunk App for Enterprise Security","Detects a potential vulnerability scanner by detecting devices that have triggered a large number of unique events. Vulnerability scanners generally trigger a high number unique events when scanning a host since each vulnerability check tends to trigger a unique event.","Vulnerability Scanner Detected (by events)",T1018
"Splunk App for Enterprise Security","Detects a potential vulnerability scanner by detecting devices that have triggered events against a large number of unique targets. Vulnerability scanners generally trigger events against a high number of unique hosts when they are scanning a network for vulnerable hosts.","Vulnerability Scanner Detected (by targets)",T1046
"Splunk App for Enterprise Security","Alerts on high volume web uploads by a user to non-corporate domains.","Web Uploads to Non-corporate Sites by Users",T1048
"Splunk App for Enterprise Security","Alerts on high volume web uploads by a user to non-corporate domains.","Web Uploads to Non-corporate Sites by Users",T1102
"Custom Content","Mike Test","mike_test",T1199
"Custom Content","Mike Test","mike_test",T1193
"Enterprise Security Content Update","This search looks for unusually long strings in the Content-Type http header that the client sends the server.","Unusually Long Content-Type Length",T1068
